IND_NAME,DIM_GEO_NAME,IND_CODE,DIM_GEO_CODE,DIM_TIME_YEAR,DIM_1_CODE,VALUE_NUMERIC,VALUE_STRING,VALUE_COMMENTS
Density of dentists (per 10 000 population) ,Eritrea,HWF_0010,ERI,2022,,0.157000005245,0.2,
Density of medical doctors (per 10 000 population) ,Eritrea,HWF_0001,ERI,2022,,0.705999970436,0.7,
Density of nursing and midwifery personnel (per 10 000 population) ,Eritrea,HWF_0006,ERI,2022,,13.7729997635,13.8,
Density of pharmacists (per 10 000 population) ,Eritrea,HWF_0014,ERI,2022,,0.540000021458,0.5,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Eritrea,WHS4_100,ERI,2022,,95.0,95.0,
Malaria incidence (per 1000 population at risk),Eritrea,MALARIA_EST_INCIDENCE,ERI,2022,,37.7599906921,37.8,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Eritrea,MCV2,ERI,2022,,85.0,85.0,
Neonatal mortality rate (per 1000 live births),Eritrea,WHOSIS_000003,ERI,2022,SEX_BTSX,16.8768692017,17.0,
New HIV infections (per 1000 uninfected population),Eritrea,SDGHIV,ERI,2022,SEX_BTSX,0.059999998659,0.1,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Eritrea,PCV3,ERI,2022,,95.0,95.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Eritrea,NCD_BMI_PLUS2C,ERI,2022,SEX_BTSX,3.36227989197,3.4,
Prevalence of overweight in children under 5 (%),Eritrea,NUTOVERWEIGHTPREV,ERI,2022,,3.0,3.0,
Prevalence of stunting in children under 5 (%),Eritrea,NUTSTUNTINGPREV,ERI,2022,,50.2000007629,50.2,
Proportion of population with primary reliance on clean fuels and technology (%),Eritrea,PHE_HHAIR_PROP_POP_CLEAN_FUELS,ERI,2022,,10.5,11.0,
Reported number of people requiring interventions against NTDs,Eritrea,SDGNTDTREATMENT,ERI,2022,,282103.0,282103.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Eritrea,SDGODA01,ERI,2022,,3.17000007629,3.2,
Tuberculosis incidence (per 100 000 population),Eritrea,MDG_0000000020,ERI,2022,,69.0,69.0,
Under-five mortality rate (per 1000 live births),Eritrea,MDG_0000000007,ERI,2022,SEX_BTSX,36.6134910583,37.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Estonia,NCD_BMI_30A,EST,2022,SEX_BTSX,22.1631908417,22.2,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Estonia,M_Est_tob_curr_std,EST,2022,SEX_BTSX,28.2999992371,28.3,The most recent survey was conducted in 2020. This is a projection.
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Estonia,WHS4_100,EST,2022,,85.0,85.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Estonia,SDGHPVRECEIVED,EST,2022,SEX_FMLE,43.0,43.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Estonia,MCV2,EST,2022,,68.0,68.0,
Neonatal mortality rate (per 1000 live births),Estonia,WHOSIS_000003,EST,2022,SEX_BTSX,0.829761087894,1.0,
New HIV infections (per 1000 uninfected population),Estonia,SDGHIV,EST,2022,SEX_BTSX,0.10000000149,0.1,
Prevalence of obesity among children and adolescents (5–19 years) (%),Estonia,NCD_BMI_PLUS2C,EST,2022,SEX_BTSX,10.6919498444,10.7,
Prevalence of overweight in children under 5 (%),Estonia,NUTOVERWEIGHTPREV,EST,2022,,5.09999990463,5.1,
Prevalence of stunting in children under 5 (%),Estonia,NUTSTUNTINGPREV,EST,2022,,1.20000004768,1.2,
Proportion of births attended by skilled health personnel (%),Estonia,MDG_0000000025,EST,2022,,99.0999984741,99.0,"Institutional Birth (IB): includes all deliveries that occurred at a health facility. Estonian Medical Birth Registry (EMBR). SR03: Births by hospital and women's place of residence, 2022. Tallinn: National Institute for Health Development [Estonia]; 2023."
Proportion of population using safely-managed drinking-water services (%),Estonia,WSH_WATER_SAFELY_MANAGED,EST,2022,,97.0193786621,97.0,
Proportion of population using safely-managed sanitation services (%),Estonia,WSH_SANITATION_SAFELY_MANAGED,EST,2022,,90.4208221436,90.0,
Proportion of population with primary reliance on clean fuels and technology (%),Estonia,PHE_HHAIR_PROP_POP_CLEAN_FUELS,EST,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),Estonia,WSH_DOMESTIC_WASTE_SAFELY_TREATED,EST,2022,,92.2790985107,92.0,
Reported number of people requiring interventions against NTDs,Estonia,SDGNTDTREATMENT,EST,2022,,1.0,1.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Estonia,MDG_0000000020,EST,2022,,11.0,11.0,
Under-five mortality rate (per 1000 live births),Estonia,MDG_0000000007,EST,2022,SEX_BTSX,1.88060605526,2.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Eswatini,NCD_BMI_30A,SWZ,2022,SEX_BTSX,30.0866909027,30.1,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Eswatini,M_Est_tob_curr_std,SWZ,2022,SEX_BTSX,9.5,9.5,The most recent survey was conducted in 2014. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Eswatini,SDGODAWS,SWZ,2022,,8.28940010071,8.3,
Density of medical doctors (per 10 000 population) ,Eswatini,HWF_0001,SWZ,2022,,15.9110002518,15.9,
Density of nursing and midwifery personnel (per 10 000 population) ,Eswatini,HWF_0006,SWZ,2022,,31.8220005035,31.8,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Eswatini,WHS4_100,SWZ,2022,,97.0,97.0,
Malaria incidence (per 1000 population at risk),Eswatini,MALARIA_EST_INCIDENCE,SWZ,2022,,0.636020004749,0.6,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Eswatini,MCV2,SWZ,2022,,77.0,77.0,
Neonatal mortality rate (per 1000 live births),Eswatini,WHOSIS_000003,SWZ,2022,SEX_BTSX,22.4423408508,22.0,
New HIV infections (per 1000 uninfected population),Eswatini,SDGHIV,SWZ,2022,SEX_BTSX,4.09999990463,4.1,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Eswatini,PCV3,SWZ,2022,,96.0,96.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Eswatini,NCD_BMI_PLUS2C,SWZ,2022,SEX_BTSX,6.80895996094,6.8,
Prevalence of overweight in children under 5 (%),Eswatini,NUTOVERWEIGHTPREV,SWZ,2022,,7.90000009537,7.9,
Prevalence of stunting in children under 5 (%),Eswatini,NUTSTUNTINGPREV,SWZ,2022,,21.2000007629,21.2,
Proportion of births attended by skilled health personnel (%),Eswatini,MDG_0000000025,SWZ,2022,,93.4000015259,93.0,Multiple Indicator Cluster Survey 2021-2022
Proportion of population with primary reliance on clean fuels and technology (%),Eswatini,PHE_HHAIR_PROP_POP_CLEAN_FUELS,SWZ,2022,,48.9000015259,49.0,
Proportion of safely treated domestic wastewater flows (%),Eswatini,WSH_DOMESTIC_WASTE_SAFELY_TREATED,SWZ,2022,,17.4689903259,17.0,
Reported number of people requiring interventions against NTDs,Eswatini,SDGNTDTREATMENT,SWZ,2022,,247183.0,247183.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Eswatini,SDGODA01,SWZ,2022,,11.3699998856,11.4,
Tuberculosis incidence (per 100 000 population),Eswatini,MDG_0000000020,SWZ,2022,,325.0,325.0,
Under-five mortality rate (per 1000 live births),Eswatini,MDG_0000000007,SWZ,2022,SEX_BTSX,50.0359382629,50.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Ethiopia,NCD_BMI_30A,ETH,2022,SEX_BTSX,2.82277011871,2.8,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Ethiopia,M_Est_tob_curr_std,ETH,2022,SEX_BTSX,5.19999980927,5.2,The most recent survey was conducted in 2016. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Ethiopia,SDGODAWS,ETH,2022,,253.849502563,253.8,
Density of dentists (per 10 000 population) ,Ethiopia,HWF_0010,ETH,2022,,0.021999999881,0.1,
Density of medical doctors (per 10 000 population) ,Ethiopia,HWF_0001,ETH,2022,,1.08000004292,1.1,
Density of nursing and midwifery personnel (per 10 000 population) ,Ethiopia,HWF_0006,ETH,2022,,7.47599983215,7.5,
Density of pharmacists (per 10 000 population) ,Ethiopia,HWF_0014,ETH,2022,,0.476000010967,0.5,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Ethiopia,WHS4_100,ETH,2022,,65.0,65.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Ethiopia,SDGHPVRECEIVED,ETH,2022,SEX_FMLE,74.0,74.0,
Malaria incidence (per 1000 population at risk),Ethiopia,MALARIA_EST_INCIDENCE,ETH,2022,,60.8601608276,60.9,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Ethiopia,MCV2,ETH,2022,,48.0,48.0,
Neonatal mortality rate (per 1000 live births),Ethiopia,WHOSIS_000003,ETH,2022,SEX_BTSX,27.1344203949,27.0,
New HIV infections (per 1000 uninfected population),Ethiopia,SDGHIV,ETH,2022,SEX_BTSX,0.079999998212,0.1,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Ethiopia,PCV3,ETH,2022,,61.0,61.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Ethiopia,NCD_BMI_PLUS2C,ETH,2022,SEX_BTSX,1.71248996258,1.7,
Prevalence of overweight in children under 5 (%),Ethiopia,NUTOVERWEIGHTPREV,ETH,2022,,2.70000004768,2.7,
Prevalence of stunting in children under 5 (%),Ethiopia,NUTSTUNTINGPREV,ETH,2022,,34.4000015259,34.4,
Proportion of population using a hand-washing facility with soap and water (%),Ethiopia,WSH_HYGIENE_BASIC,ETH,2022,,8.32174968719,8.0,
Proportion of population using safely-managed drinking-water services (%),Ethiopia,WSH_WATER_SAFELY_MANAGED,ETH,2022,,13.2378997803,13.0,
Proportion of population using safely-managed sanitation services (%),Ethiopia,WSH_SANITATION_SAFELY_MANAGED,ETH,2022,,7.21979999542,7.0,
Proportion of population with primary reliance on clean fuels and technology (%),Ethiopia,PHE_HHAIR_PROP_POP_CLEAN_FUELS,ETH,2022,,8.80000019073,9.0,
Proportion of safely treated domestic wastewater flows (%),Ethiopia,WSH_DOMESTIC_WASTE_SAFELY_TREATED,ETH,2022,,3.03551006317,3.0,
Reported number of people requiring interventions against NTDs,Ethiopia,SDGNTDTREATMENT,ETH,2022,,67815008.0,67815008.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Ethiopia,SDGODA01,ETH,2022,,4.40000009537,4.4,
Tuberculosis incidence (per 100 000 population),Ethiopia,MDG_0000000020,ETH,2022,,126.0,126.0,
Under-five mortality rate (per 1000 live births),Ethiopia,MDG_0000000007,ETH,2022,SEX_BTSX,46.2222518921,46.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),European Region,NCD_BMI_30A,EUR,2022,SEX_BTSX,22.6453990936,22.6,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,European Region,M_Est_tob_curr_std,EUR,2022,SEX_BTSX,25.2999992371,25.3,
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),European Region,SDGODAWS,EUR,2022,,501.368988037,501.4,
Density of dentists (per 10 000 population) ,European Region,HWF_0010,EUR,2022,,6.30000019073,6.3,
Density of medical doctors (per 10 000 population) ,European Region,HWF_0001,EUR,2022,,37.5999984741,37.6,
Density of nursing and midwifery personnel (per 10 000 population) ,European Region,HWF_0006,EUR,2022,,82.5999984741,82.6,
Density of pharmacists (per 10 000 population) ,European Region,HWF_0014,EUR,2022,,6.69999980927,6.7,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),European Region,WHS4_100,EUR,2022,,94.0,94.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),European Region,SDGHPVRECEIVED,EUR,2022,SEX_FMLE,32.0,32.0,
Malaria incidence (per 1000 population at risk),European Region,MALARIA_EST_INCIDENCE,EUR,2022,,0.0,0.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),European Region,MCV2,EUR,2022,,91.0,91.0,
Neonatal mortality rate (per 1000 live births),European Region,WHOSIS_000003,EUR,2022,SEX_BTSX,3.96885895729,4.0,
New HIV infections (per 1000 uninfected population),European Region,SDGHIV,EUR,2022,SEX_BTSX,0.20000000298,0.2,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),European Region,PCV3,EUR,2022,,83.0,83.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),European Region,NCD_BMI_PLUS2C,EUR,2022,SEX_BTSX,7.96127986908,8.0,
Prevalence of overweight in children under 5 (%),European Region,NUTOVERWEIGHTPREV,EUR,2022,,7.09999990463,7.1,
Prevalence of stunting in children under 5 (%),European Region,NUTSTUNTINGPREV,EUR,2022,,4.90000009537,4.9,
Proportion of population using safely-managed drinking-water services (%),European Region,WSH_WATER_SAFELY_MANAGED,EUR,2022,,92.1114196777,92.0,
Proportion of population using safely-managed sanitation services (%),European Region,WSH_SANITATION_SAFELY_MANAGED,EUR,2022,,78.4312667847,78.0,
Proportion of population with primary reliance on clean fuels and technology (%),European Region,PHE_HHAIR_PROP_POP_CLEAN_FUELS,EUR,2022,,96.7600021362,97.0,
Proportion of safely treated domestic wastewater flows (%),European Region,WSH_DOMESTIC_WASTE_SAFELY_TREATED,EUR,2022,,70.6168670654,71.0,
Reported number of people requiring interventions against NTDs,European Region,SDGNTDTREATMENT,EUR,2022,,5889802.0,5889802.0,
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",European Region,SDGODA01,EUR,2022,,1.5025241375,1.5,
Tuberculosis incidence (per 100 000 population),European Region,MDG_0000000020,EUR,2022,,25.0,25.0,
Under-five mortality rate (per 1000 live births),European Region,MDG_0000000007,EUR,2022,SEX_BTSX,7.3917927742,7.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Fiji,NCD_BMI_30A,FJI,2022,SEX_BTSX,33.8384399414,33.8,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Fiji,M_Est_tob_curr_std,FJI,2022,SEX_BTSX,27.6000003815,27.6,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Fiji,SDGODAWS,FJI,2022,,11.0172996521,11.0,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Fiji,WHS4_100,FJI,2022,,99.0,99.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Fiji,SDGHPVRECEIVED,FJI,2022,SEX_FMLE,49.0,49.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Fiji,MCV2,FJI,2022,,78.0,78.0,
Neonatal mortality rate (per 1000 live births),Fiji,WHOSIS_000003,FJI,2022,SEX_BTSX,13.9063796997,14.0,
New HIV infections (per 1000 uninfected population),Fiji,SDGHIV,FJI,2022,SEX_BTSX,0.330000013113,0.3,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Fiji,PCV3,FJI,2022,,99.0,99.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Fiji,NCD_BMI_PLUS2C,FJI,2022,SEX_BTSX,12.3147802353,12.3,
Prevalence of overweight in children under 5 (%),Fiji,NUTOVERWEIGHTPREV,FJI,2022,,7.40000009537,7.4,
Prevalence of stunting in children under 5 (%),Fiji,NUTSTUNTINGPREV,FJI,2022,,7.09999990463,7.1,
Proportion of population using a hand-washing facility with soap and water (%),Fiji,WSH_HYGIENE_BASIC,FJI,2022,,86.5284423828,87.0,
Proportion of population using safely-managed drinking-water services (%),Fiji,WSH_WATER_SAFELY_MANAGED,FJI,2022,,41.8635787964,42.0,
Proportion of population using safely-managed sanitation services (%),Fiji,WSH_SANITATION_SAFELY_MANAGED,FJI,2022,,48.7940406799,49.0,
Proportion of population with primary reliance on clean fuels and technology (%),Fiji,PHE_HHAIR_PROP_POP_CLEAN_FUELS,FJI,2022,,56.0999984741,56.0,
Proportion of safely treated domestic wastewater flows (%),Fiji,WSH_DOMESTIC_WASTE_SAFELY_TREATED,FJI,2022,,39.7905197144,40.0,
Reported number of people requiring interventions against NTDs,Fiji,SDGNTDTREATMENT,FJI,2022,,941528.0,941528.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Fiji,SDGODA01,FJI,2022,,9.78999996185,9.8,
Tuberculosis incidence (per 100 000 population),Fiji,MDG_0000000020,FJI,2022,,66.0,66.0,
Under-five mortality rate (per 1000 live births),Fiji,MDG_0000000007,FJI,2022,SEX_BTSX,28.2114696503,28.0,
Adolescent birth rate (per 1000 women),Finland,MDG_0000000003,FIN,2022,AGEGROUP_YEARS15-19,3.25999999046,3.3,Registration National Statistics & WPP2022
Adolescent birth rate (per 1000 women),Finland,MDG_0000000003,FIN,2022,AGEGROUP_YEARS10-14,0.0,0.0,Registration National Statistics & WPP2022
Age-standardized prevalence of obesity among adults (18+ years) (%),Finland,NCD_BMI_30A,FIN,2022,SEX_BTSX,21.5090694427,21.5,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Finland,M_Est_tob_curr_std,FIN,2022,SEX_BTSX,22.2999992371,22.3,The most recent survey was conducted in 2020-21. This is a projection.
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Finland,WHS4_100,FIN,2022,,91.0,91.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Finland,SDGHPVRECEIVED,FIN,2022,SEX_FMLE,61.0,61.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Finland,MCV2,FIN,2022,,92.0,92.0,
Neonatal mortality rate (per 1000 live births),Finland,WHOSIS_000003,FIN,2022,SEX_BTSX,1.34505701065,1.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Finland,PCV3,FIN,2022,,87.0,87.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Finland,NCD_BMI_PLUS2C,FIN,2022,SEX_BTSX,12.6456899643,12.6,
Proportion of population using safely-managed drinking-water services (%),Finland,WSH_WATER_SAFELY_MANAGED,FIN,2022,,99.6420288086,100.0,
Proportion of population using safely-managed sanitation services (%),Finland,WSH_SANITATION_SAFELY_MANAGED,FIN,2022,,90.010307312,90.0,
Proportion of population with primary reliance on clean fuels and technology (%),Finland,PHE_HHAIR_PROP_POP_CLEAN_FUELS,FIN,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),Finland,WSH_DOMESTIC_WASTE_SAFELY_TREATED,FIN,2022,,89.738067627,90.0,
Reported number of people requiring interventions against NTDs,Finland,SDGNTDTREATMENT,FIN,2022,,2.0,2.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Finland,MDG_0000000020,FIN,2022,,3.90000009537,3.9,
Under-five mortality rate (per 1000 live births),Finland,MDG_0000000007,FIN,2022,SEX_BTSX,2.31196403503,2.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),France,NCD_BMI_30A,FRA,2022,SEX_BTSX,9.6984796524,9.7,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,France,M_Est_tob_curr_std,FRA,2022,SEX_BTSX,34.5999984741,34.6,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),France,WHS4_100,FRA,2022,,96.0,96.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),France,SDGHPVRECEIVED,FRA,2022,SEX_FMLE,42.0,42.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),France,MCV2,FRA,2022,,90.0,90.0,
Neonatal mortality rate (per 1000 live births),France,WHOSIS_000003,FRA,2022,SEX_BTSX,2.5436360836,3.0,
New HIV infections (per 1000 uninfected population),France,SDGHIV,FRA,2022,SEX_BTSX,0.090000003576,0.1,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),France,PCV3,FRA,2022,,95.0,95.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),France,NCD_BMI_PLUS2C,FRA,2022,SEX_BTSX,4.13351011276,4.1,
Proportion of population using safely-managed drinking-water services (%),France,WSH_WATER_SAFELY_MANAGED,FRA,2022,,99.7041473389,100.0,
Proportion of population using safely-managed sanitation services (%),France,WSH_SANITATION_SAFELY_MANAGED,FRA,2022,,89.6653823853,90.0,
Proportion of population with primary reliance on clean fuels and technology (%),France,PHE_HHAIR_PROP_POP_CLEAN_FUELS,FRA,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),France,WSH_DOMESTIC_WASTE_SAFELY_TREATED,FRA,2022,,87.9442214966,88.0,
Reported number of people requiring interventions against NTDs,France,SDGNTDTREATMENT,FRA,2022,,97.0,97.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),France,MDG_0000000020,FRA,2022,,7.19999980927,7.2,
Under-five mortality rate (per 1000 live births),France,MDG_0000000007,FRA,2022,SEX_BTSX,4.06852817535,4.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Gabon,NCD_BMI_30A,GAB,2022,SEX_BTSX,21.0185203552,21.0,
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Gabon,SDGODAWS,GAB,2022,,0.816399991512,0.8,
Density of dentists (per 10 000 population) ,Gabon,HWF_0010,GAB,2022,,0.184000000358,0.2,
Density of medical doctors (per 10 000 population) ,Gabon,HWF_0001,GAB,2022,,4.76800012589,4.8,
Density of nursing and midwifery personnel (per 10 000 population) ,Gabon,HWF_0006,GAB,2022,,21.7539997101,21.8,
Density of pharmacists (per 10 000 population) ,Gabon,HWF_0014,GAB,2022,,0.70300000906,0.7,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Gabon,WHS4_100,GAB,2022,,60.0,60.0,
Malaria incidence (per 1000 population at risk),Gabon,MALARIA_EST_INCIDENCE,GAB,2022,,230.535995483,230.5,"Nature of data for some countries in this region are either (M) modelled, E(Estimated), CA (Country adjusted ) or  (C) Country data"
Neonatal mortality rate (per 1000 live births),Gabon,WHOSIS_000003,GAB,2022,SEX_BTSX,18.3291797638,18.0,
New HIV infections (per 1000 uninfected population),Gabon,SDGHIV,GAB,2022,SEX_BTSX,0.829999983311,0.8,
Prevalence of obesity among children and adolescents (5–19 years) (%),Gabon,NCD_BMI_PLUS2C,GAB,2022,SEX_BTSX,5.3711400032,5.4,
Prevalence of overweight in children under 5 (%),Gabon,NUTOVERWEIGHTPREV,GAB,2022,,5.40000009537,5.4,
Prevalence of stunting in children under 5 (%),Gabon,NUTSTUNTINGPREV,GAB,2022,,13.3999996185,13.4,
Proportion of population with primary reliance on clean fuels and technology (%),Gabon,PHE_HHAIR_PROP_POP_CLEAN_FUELS,GAB,2022,,90.9000015259,91.0,
Reported number of people requiring interventions against NTDs,Gabon,SDGNTDTREATMENT,GAB,2022,,954330.0,954330.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Gabon,SDGODA01,GAB,2022,,5.17000007629,5.2,
Tuberculosis incidence (per 100 000 population),Gabon,MDG_0000000020,GAB,2022,,509.0,509.0,
Under-five mortality rate (per 1000 live births),Gabon,MDG_0000000007,GAB,2022,SEX_BTSX,38.8199195862,39.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Gambia,NCD_BMI_30A,GMB,2022,SEX_BTSX,14.9329996109,14.9,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Gambia,M_Est_tob_curr_std,GMB,2022,SEX_BTSX,10.5,10.5,The most recent survey was conducted in 2018. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Gambia,SDGODAWS,GMB,2022,,6.61129999161,6.6,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Gambia,WHS4_100,GMB,2022,,79.0,79.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Gambia,SDGHPVRECEIVED,GMB,2022,SEX_FMLE,0.0,0.0,
Malaria incidence (per 1000 population at risk),Gambia,MALARIA_EST_INCIDENCE,GMB,2022,,93.0642089844,93.1,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Gambia,MCV2,GMB,2022,,52.0,52.0,
Neonatal mortality rate (per 1000 live births),Gambia,WHOSIS_000003,GMB,2022,SEX_BTSX,24.426700592,24.0,
New HIV infections (per 1000 uninfected population),Gambia,SDGHIV,GMB,2022,SEX_BTSX,0.600000023842,0.6,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Gambia,PCV3,GMB,2022,,75.0,75.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Gambia,NCD_BMI_PLUS2C,GMB,2022,SEX_BTSX,4.35340976715,4.4,
Prevalence of overweight in children under 5 (%),Gambia,NUTOVERWEIGHTPREV,GMB,2022,,1.79999995232,1.8,
Prevalence of stunting in children under 5 (%),Gambia,NUTSTUNTINGPREV,GMB,2022,,13.6000003815,13.6,
Proportion of population using a hand-washing facility with soap and water (%),Gambia,WSH_HYGIENE_BASIC,GMB,2022,,12.9423303604,13.0,
Proportion of population using safely-managed drinking-water services (%),Gambia,WSH_WATER_SAFELY_MANAGED,GMB,2022,,47.6746482849,48.0,
Proportion of population using safely-managed sanitation services (%),Gambia,WSH_SANITATION_SAFELY_MANAGED,GMB,2022,,27.9860591888,28.0,
Proportion of population with primary reliance on clean fuels and technology (%),Gambia,PHE_HHAIR_PROP_POP_CLEAN_FUELS,GMB,2022,,1.70000004768,2.0,
Proportion of safely treated domestic wastewater flows (%),Gambia,WSH_DOMESTIC_WASTE_SAFELY_TREATED,GMB,2022,,10.5469999313,11.0,
Reported number of people requiring interventions against NTDs,Gambia,SDGNTDTREATMENT,GMB,2022,,478578.0,478578.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Gambia,SDGODA01,GMB,2022,,13.5600004196,13.6,
Tuberculosis incidence (per 100 000 population),Gambia,MDG_0000000020,GMB,2022,,145.0,145.0,
Under-five mortality rate (per 1000 live births),Gambia,MDG_0000000007,GMB,2022,SEX_BTSX,45.5886001587,46.0,
Adolescent birth rate (per 1000 women),Georgia,MDG_0000000003,GEO,2022,AGEGROUP_YEARS15-19,21.8999996185,21.9,Registration National Statistics
Age-standardized prevalence of obesity among adults (18+ years) (%),Georgia,NCD_BMI_30A,GEO,2022,SEX_BTSX,34.6596298218,34.7,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Georgia,M_Est_tob_curr_std,GEO,2022,SEX_BTSX,31.7999992371,31.8,The most recent survey was conducted in 2020. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Georgia,SDGODAWS,GEO,2022,,54.7473983765,54.8,
Density of dentists (per 10 000 population) ,Georgia,HWF_0010,GEO,2022,,7.72100019455,7.7,
Density of medical doctors (per 10 000 population) ,Georgia,HWF_0001,GEO,2022,,56.1290016174,56.1,
